id_final,filename,class,train_test_final,xmin,ymin,xmax,ymax,height,width
1741,FYCPRCAV/FYCPRCAV_f000095.jpg,Sparrow,train,291.2454289733,163.40000000000003,487.376230661,353.20000000000005,360,640
1742,FYKHXKEW/FYKHXKEW_f000012.jpg,Pelican,train,347.5,1.5000000000999876,475.5,357.4999999999,360,640
1743,FYKHXKEW/FYKHXKEW_f000013.jpg,Pelican,train,347.5,1.5000000000999876,475.5,357.4999999999,360,640
1744,FYUFTQNB/FYUFTQNB_f000033.jpg,Pigeon,train,257.78,19.267772511799997,545.2066666667,132.5805687204,360,640
1745,FYUFTQNB/FYUFTQNB_f000034.jpg,Pigeon,train,257.78,19.267772511799997,545.2066666667,132.5805687204,360,640
1746,FYUFTQNB/FYUFTQNB_f000035.jpg,Pigeon,train,258.6333332639,19.267772511799997,554.5933325694,130.0213271993,360,640
1747,FZETKSOM/FZETKSOM_f000066.jpg,Bird,train,1.1004778593999731,105.83731549479998,427.4904428126,217.16746309899997,360,640
1748,FZETKSOM/FZETKSOM_f000067.jpg,Bird,train,3.100477859399973,107.83731549479998,435.4904428126,220.16746309899997,360,640
1749,FZIYVUOY/FZIYVUOY_f000058.jpg,White Throated Dipper Bird,train,260.39481592770005,104.00249299929999,514.2796598592001,263.1446280993,360,640
1750,FZIYVUOY/FZIYVUOY_f000059.jpg,White Throated Dipper Bird,train,260.39481592770005,104.00249299929999,514.2796598592001,263.1446280993,360,640
1751,FZWKTVEI/FZWKTVEI_f000024.jpg,Gallinago Gallinago Bird,train,447.66910398409993,197.07893395859998,609.0394743546999,299.9736582851999,360,640
1752,FZWKTVEI/FZWKTVEI_f000025.jpg,Gallinago Gallinago Bird,train,447.66910398409993,197.07893395859998,609.0394743546999,299.9736582851999,360,640
1753,FZYQTPTK/FZYQTPTK_f000048.jpg,Singing Nightingale,train,323.5,48.061983471199994,495.5,290.4999999999,360,640
1754,FZYQTPTK/FZYQTPTK_f000049.jpg,Singing Nightingale,train,324.5,48.061983471199994,496.5,290.4999999999,360,640
1755,GABYEHGW/GABYEHGW_f000073.jpg,Circus Aeruginosus Bird,train,87.5,209.5,386.5,311.5,360,640
1756,GAFTBVEI/GAFTBVEI_f000016.jpg,Tringa Ochropus Bird,train,180.96588604550004,14.513156777300026,638.7222222221,287.5,360,640
1757,GAHTPMRN/GAHTPMRN_f000054.jpg,Common Snipe,train,18.5,95.23684210530001,318.3148148147,338.5,360,640
1758,GAHTPMRN/GAHTPMRN_f000055.jpg,Common Snipe,train,13.5,95.23684210530001,318.3148148147,338.5,360,640
1759,GAORSREH/GAORSREH_f000125.jpg,Bird,train,117.69196648799999,182.75829645279998,509.9606903564,333.2950194031,360,640
1760,GBBOEUUK/GBBOEUUK_f000033.jpg,Green Woodpecker,train,193.98685199100004,57.25131480110001,327.51051840720004,304.5683696469,360,640
1761,GBBOEUUK/GBBOEUUK_f000076.jpg,Green Woodpecker,train,198.49999999999997,60.50000000019999,325.86602691069993,305.5525920362,360,640
1762,GBBOEUUK/GBBOEUUK_f000077.jpg,Green Woodpecker,train,198.49999999999997,60.50000000019999,325.86602691069993,305.5525920362,360,640
1763,GBBOEUUK/GBBOEUUK_f000078.jpg,Green Woodpecker,train,198.49999999999997,60.50000000019999,325.86602691069993,305.5525920362,360,640
1764,GBGUSUUK/GBGUSUUK_f000040.jpg,Green Woodpecker,train,338.5,32.49999999990001,465.5,247.5,360,640
1765,GBITCUOY/GBITCUOY_f000007.jpg,White Throated Dipper Bird,train,198.36836786110004,31.289487093699996,357.9868588672,121.6316321388,360,640
1766,GBITCUOY/GBITCUOY_f000008.jpg,White Throated Dipper Bird,train,198.36836786110004,31.289487093699996,357.9868588672,121.6316321388,360,640
1767,GBITCUOY/GBITCUOY_f000009.jpg,White Throated Dipper Bird,train,198.36836786110004,31.289487093699996,357.9868588672,121.6316321388,360,640
1768,GBOELPPV/GBOELPPV_f000227.jpg,Parakeet,train,395.59333333329994,114.8127962085,519.1799999999998,315.1398104265,360,640
1769,GBPXRUZX/GBPXRUZX_f000036.jpg,Myna,train,319.6466666667,135.28672985780003,394.5933333333,269.92654028440006,360,640
1770,GBPXRUZX/GBPXRUZX_f000037.jpg,Myna,train,319.6466666667,129.3151663086,394.5933333333,265.6611377492,360,640
1771,GBQQSPTK/GBQQSPTK_f000056.jpg,Singing Nightingale,train,143.5,40.45630454100001,260.5,351.6046066151,360,640
1772,GBQQSPTK/GBQQSPTK_f000057.jpg,Singing Nightingale,train,143.5,40.45630454100001,260.5,351.6046066151,360,640
1773,GBQQSPTK/GBQQSPTK_f000058.jpg,Singing Nightingale,train,142.5,40.45630454100001,258.5,351.6046066151,360,640
1774,GBTVUNPL/GBTVUNPL_f000012.jpg,Red-Backed Shrike Bird,train,332.7735042733,58.1322188451,502.1495726496,336.5,360,640
1775,GBTVUNPL/GBTVUNPL_f000013.jpg,Red-Backed Shrike Bird,train,332.7735042733,56.1322188451,502.1495726496,336.5,360,640
1776,GBXGQMWW/GBXGQMWW_f000044.jpg,Luscinia Luscinia Nightingale Bird,train,419.8821138214,129.5173410404,482.3617886176,238.5405137087,360,640
1777,GBXGQMWW/GBXGQMWW_f000045.jpg,Luscinia Luscinia Nightingale Bird,train,419.8821138214,129.5173410404,482.3617886176,238.5405137087,360,640
1778,GCLPYJBD/GCLPYJBD_f000025.jpg,Grasshopper Warbler,train,68.17944176349998,101.34573226430001,230.23239010999998,261.7545455918,360,640
1779,GCNJTUZX/GCNJTUZX_f000037.jpg,Myna,train,266.3602635021,140.6669817463,304.7707948335,219.5983261525,360,640
1780,GCNXXAEM/GCNXXAEM_f000022.jpg,Lanius Excubitor,train,38.500000000000014,90.7479329606,253.81505025800004,270.5,360,640
1781,GCOFNLOI/GCOFNLOI_f000059.jpg,Skylark,train,191.57432401480003,156.68312143449998,253.89278094700003,270.3481952367,360,640
1782,GCUIIXSF/GCUIIXSF_f000114.jpg,Great Grey Shrike Young,train,404.9452999360001,176.5,449.50000000000006,235.3829190753,360,640
1783,GDJOVGHA/GDJOVGHA_f000164.jpg,Nightingale Bird,train,440.4686833285999,192.4999999999,537.1650738020999,268.4999999999,360,640
1784,GDJOVGHA/GDJOVGHA_f000165.jpg,Nightingale Bird,train,440.4686833285999,192.4999999999,537.1650738020999,268.4999999999,360,640
1785,GDOREPTK/GDOREPTK_f000002.jpg,Singing Nightingale,train,399.5,53.5,578.5,346.5,360,640
1786,GDOREPTK/GDOREPTK_f000003.jpg,Singing Nightingale,train,399.5,53.5,573.5,346.5,360,640
1787,GDOSVAEM/GDOSVAEM_f000034.jpg,Lanius Excubitor,train,38.500000000000014,117.6650603923,247.16587023420004,284.5,360,640
1788,GDPJSZJZ/GDPJSZJZ_f000022.jpg,Raven,train,279.4066581167999,93.40341254819998,596.9871794874,339.8039513676,360,640
1789,GDPJSZJZ/GDPJSZJZ_f000023.jpg,Raven,train,279.4066581167999,93.40341254819998,596.9871794874,339.8039513676,360,640
1790,GDPJSZJZ/GDPJSZJZ_f000024.jpg,Raven,train,279.4066581167999,93.40341254819998,596.9871794874,339.8039513676,360,640
1791,GEABKFGA/GEABKFGA_f000015.jpg,Bird,train,366.8132597366,171.87348052689998,543.7289134211,348.74097618359997,360,640
1792,GEETQXHP/GEETQXHP_f000034.jpg,Whiskered Tern Bird,train,108.71170381489998,78.1105223614,482.3924405589,320.4210526316,360,640
1793,GEETQXHP/GEETQXHP_f000035.jpg,Whiskered Tern Bird,train,104.71170381490003,78.1105223614,498.5,320.4210526316,360,640
1794,GEFXTTKX/GEFXTTKX_f000091.jpg,Bullfinch,train,405.40434319819997,117.65546435189998,465.13427395389994,276.1996270335,360,640
1795,GELJBNSU/GELJBNSU_f000027.jpg,Ostrich,train,392.5526324729,123.02629075819999,440.0921577842,278.0394743545,360,640
1796,GELJBNSU/GELJBNSU_f000028.jpg,Ostrich,train,392.5526324729,123.02629075819999,440.0921577842,278.0394743545,360,640
1797,GEMGOTEK/GEMGOTEK_f000031.jpg,Pelican,train,303.90191143749996,112.36841881769999,455.83253690099997,203.2296697448,360,640
1798,GEMGOTEK/GEMGOTEK_f000032.jpg,Pelican,train,303.9019114375001,114.93420940879999,453.57464118080003,203.2296697448,360,640
1799,GERJMLOI/GERJMLOI_f000018.jpg,Skylark,train,147.5023892969,152.97606456759996,313.0980885625,216.50000000009996,360,640
1800,GEUUSPTK/GEUUSPTK_f000014.jpg,Singing Nightingale,train,130.5,83.64874096530001,305.7547672915,338.5000000002,360,640
1801,GEUUSPTK/GEUUSPTK_f000015.jpg,Singing Nightingale,train,130.5,83.64874096530001,305.7547672915,338.5000000002,360,640
1802,GEUUSPTK/GEUUSPTK_f000016.jpg,Singing Nightingale,train,130.5,83.64874096530001,305.7547672915,338.5000000002,360,640
1803,GEXDUSBA/GEXDUSBA_f000067.jpg,Bird,train,480.394667112,209.86851223809998,533.2762695262,274.55275137169997,360,640
1804,GFDPTKDQ/GFDPTKDQ_f000006.jpg,Great Egret,train,117.16985239579999,212.49999999989998,216.363640224,321.5,360,640
1805,GFDPTKDQ/GFDPTKDQ_f000007.jpg,Great Egret,train,96.16985239579999,210.16746309899997,224.363640224,321.5,360,640
1806,GFDPTKDQ/GFDPTKDQ_f000008.jpg,Great Egret,train,81.5657820984,183.0815735388,231.950009342,328.0157914404,360,640
1807,GFIVWPLS/GFIVWPLS_f000001.jpg,Ardea Alba Egret,train,481.97160926429996,30.884947035200007,601.5765600759999,157.0610362077,360,640
1808,GFLIUKDQ/GFLIUKDQ_f000018.jpg,Great Egret,train,313.0619834714,38.135929218699985,398.0776435618,272.6270126382,360,640
1809,GFLIUKDQ/GFLIUKDQ_f000019.jpg,Great Egret,train,313.0619834714,38.135929218699985,398.0776435618,272.6270126382,360,640
1810,GFLQKUPH/GFLQKUPH_f000000.jpg,White Throated Dipper Bird,train,337.2039753048,119.0298723939,353.7122517426,168.3234161849,360,640
1811,GFLQKUPH/GFLQKUPH_f000001.jpg,White Throated Dipper Bird,train,334.2039753048,119.0298723939,353.7122517426,168.3234161849,360,640
1812,GFLQKUPH/GFLQKUPH_f000018.jpg,White Throated Dipper Bird,train,326.6471210982,113.21418747480001,344.8254208791,152.56590437200003,360,640
1813,GFLQKUPH/GFLQKUPH_f000019.jpg,White Throated Dipper Bird,train,326.6471210982,113.21418747480001,344.8254208791,152.56590437200003,360,640
1814,GFPCUDGW/GFPCUDGW_f000006.jpg,Bird,train,452.0550812191,108.10047785950002,464.5837952452,145.9114686249,360,640
1815,GFPCUDGW/GFPCUDGW_f000007.jpg,Stock Dove,train,452.0550812191,108.10047785950002,464.5837952452,145.9114686249,360,640
1816,GFPCUDGW/GFPCUDGW_f000008.jpg,Stock Dove,train,452.0550812191,108.10047785950002,464.5837952452,145.9114686249,360,640
1817,GFPCUDGW/GFPCUDGW_f000047.jpg,Stock Dove,train,451.9702616955001,109.50000000010002,464.84982011490007,146.72882039850003,360,640
1818,GFPCUDGW/GFPCUDGW_f000048.jpg,Stock Dove,train,451.9702616955001,109.50000000010002,464.84982011490007,146.72882039850003,360,640
1819,GFQMPUHU/GFQMPUHU_f000036.jpg,Bluethroat,train,137.28138283510003,146.8726914073,288.33671544050003,273.6829262037,360,640
1820,GFQMPUHU/GFQMPUHU_f000037.jpg,Bluethroat,train,137.28138283510003,146.8726914073,288.33671544050003,273.6829262037,360,640
1821,GFQMPUHU/GFQMPUHU_f000038.jpg,Bluethroat,train,142.28138283510003,146.8726914073,288.33671544050003,273.6829262037,360,640
1822,GFZLKJVY/GFZLKJVY_f000010.jpg,Bird,train,402.30703488970005,142.9279469537,493.41138304350005,184.8042898418,360,640
1823,GFZLKJVY/GFZLKJVY_f000011.jpg,Bird,train,402.30703488970005,142.9279469537,493.41138304350005,184.8042898418,360,640
1824,GGFXUNSU/GGFXUNSU_f000013.jpg,Hyena,train,286.5,138.4999999999,391.5,278.5,360,640
1825,GGFXUNSU/GGFXUNSU_f000014.jpg,Ostrich,train,286.5,138.4999999999,391.5,278.5,360,640
1826,GGJWZKDQ/GGJWZKDQ_f000035.jpg,Great Egret,train,33.23224630710001,198.57197719969997,361.3042235068,325.5,360,640
1827,GGJWZKDQ/GGJWZKDQ_f000036.jpg,Great Egret,train,2.232246307100013,187.79270231169997,368.3042235068,329.5,360,640
1828,GGJWZKDQ/GGJWZKDQ_f000037.jpg,Great Egret,train,36.23224630710001,193.57197719969997,314.3042235068,333.5,360,640
1829,GGLKAHGW/GGLKAHGW_f000029.jpg,Circus Aeruginosus Bird,train,92.5,159.5,467.5,303.5,360,640
1830,GHKKSTFT/GHKKSTFT_f000019.jpg,Flamingo,train,423.5,92.5,627.5,343.5,360,640
1831,GHKKSTFT/GHKKSTFT_f000020.jpg,Flamingo,train,422.5,90.5,627.5,343.5,360,640
1832,GHLHZJBD/GHLHZJBD_f000018.jpg,Grasshopper Warbler,train,121.32541147430001,105.39231178619998,237.41876390700003,178.5669852396,360,640
1833,GHLIPNPL/GHLIPNPL_f000022.jpg,Red-Backed Shrike Bird,train,250.68803418819996,144.53951367780002,342.2094017094,337.69452887550005,360,640
1834,GHLIPNPL/GHLIPNPL_f000065.jpg,Bird,train,253.8760683763,136.5972644378,342.3974358976,332.3753799391,360,640
1835,GHLIPNPL/GHLIPNPL_f000066.jpg,Red-Backed Shrike Bird,train,251.8760683763,136.5972644378,342.3974358976,332.3753799391,360,640
1836,GHQSGPPV/GHQSGPPV_f000225.jpg,Parakeet,train,235.2652304774,198.9413632949,249.9148930783,303.0012511565,360,640
1837,GHQSGPPV/GHQSGPPV_f000226.jpg,Parakeet,train,235.2652304774,198.9413632949,249.9148930783,303.0012511565,360,640
1838,GHUGJBXG/GHUGJBXG_f000020.jpg,Common Crane,train,338.5,0.5,546.5,350.5,360,640
1839,GHUGJBXG/GHUGJBXG_f000021.jpg,Common Crane,train,341.5,0.5,546.5,350.5,360,640
1840,GHUGJBXG/GHUGJBXG_f000022.jpg,Common Crane,train,341.5,0.5,546.5,350.5,360,640
1841,GHXXALOI/GHXXALOI_f000258.jpg,Skylark,train,154.50000000000003,184.0921068276,458.43421790160005,306.9605256452,360,640
1842,GIJEDPTK/GIJEDPTK_f000044.jpg,Singing Nightingale,train,257.16183890929995,96.71137203989998,437.60932189889996,345.5,360,640
1843,GIJEDPTK/GIJEDPTK_f000045.jpg,Singing Nightingale,train,257.16183890930006,96.71137203989998,429.92663693700007,345.5,360,640
1844,GIJEDPTK/GIJEDPTK_f000046.jpg,Singing Nightingale,train,257.16183890930006,96.71137203989998,411.92663693700007,341.5,360,640
1845,GIXSZSAA/GIXSZSAA_f000115.jpg,Sparrowhawk,train,157.2901537981,26.315585406000025,323.7553787309,350.4090909089,360,640
1846,GIZGQTKX/GIZGQTKX_f000105.jpg,Bullfinch,train,334.45790081609994,36.62336284029999,587.7117434298,234.595970159,360,640
1847,GIZGQTKX/GIZGQTKX_f000106.jpg,Bullfinch,train,334.45790081609994,36.62336284029999,587.7117434298,234.595970159,360,640
1848,GJQANPTK/GJQANPTK_f000005.jpg,Singing Nightingale,train,348.5,45.5,569.5,347.5,360,640
1849,GJQANPTK/GJQANPTK_f000006.jpg,Singing Nightingale,train,348.5,45.5,564.5,347.5,360,640
1850,GJYYRMRN/GJYYRMRN_f000009.jpg,Common Snipe,train,37.2407407405,161.42236526980003,251.785575496,301.276314672,360,640
1851,GJYYRMRN/GJYYRMRN_f000010.jpg,Common Snipe,train,37.2407407405,161.42236526980003,251.785575496,301.276314672,360,640
1852,GKVFMMWW/GKVFMMWW_f000010.jpg,Luscinia Luscinia Nightingale Bird,train,199.34552845499996,44.320809248499984,324.2886178860999,319.7196531791,360,640
1853,GKVFMMWW/GKVFMMWW_f000060.jpg,Luscinia Luscinia Nightingale Bird,train,187.5,41.5,333.5,325.4999999998,360,640
1854,GKVFMMWW/GKVFMMWW_f000061.jpg,Luscinia Luscinia Nightingale Bird,train,187.5,41.5,333.5,325.4999999998,360,640
1855,GKWWMUUK/GKWWMUUK_f000000.jpg,Green Woodpecker,train,306.3953933847,69.3627639691,363.3301345537,185.0623808607,360,640
1856,GKWWMUUK/GKWWMUUK_f000001.jpg,Green Woodpecker,train,302.9277611666,66.54039431889998,363.3301345537,239.5,360,640
1857,GKWWMUUK/GKWWMUUK_f000002.jpg,Green Woodpecker,train,302.9277611666,66.54039431889998,363.3301345537,239.5,360,640
1858,GLFFTUPH/GLFFTUPH_f000011.jpg,White Throated Dipper Bird,train,455.4605850944,180.25402338149996,534.7592281575,239.29776419049998,360,640
1859,GLFFTUPH/GLFFTUPH_f000012.jpg,White Throated Dipper Bird,train,451.114135833,185.898762682,530.1408050934,245.4556616093,360,640
1860,GLKTTFGA/GLKTTFGA_f000022.jpg,Bird,train,291.5533250172,105.95541428979999,386.5533250172,223.8166562714,360,640
1861,GLMVVNSU/GLMVVNSU_f000024.jpg,Ostrich,train,251.5,32.983685292100006,382.7744720616,304.6439543996,360,640
1862,GLMVVNSU/GLMVVNSU_f000025.jpg,Ostrich,train,251.5,32.983685292100006,382.7744720616,304.6439543996,360,640
1863,GLUFWVEI/GLUFWVEI_f000015.jpg,Charadrius Dubius Bird,train,339.4515222317,145.6457147896,612.6463750771,318.8290585126,360,640
1864,GLUFWVEI/GLUFWVEI_f000016.jpg,Charadrius Dubius Bird,train,339.4515222317,145.6457147896,612.6463750771,318.8290585126,360,640
1865,GLYXJVMP/GLYXJVMP_f000052.jpg,Bird,train,62.60315083680001,68.7977534296,258.0733616766,209.1079280668,360,640
1866,GLYXJVMP/GLYXJVMP_f000053.jpg,Bird,train,62.60315083680001,68.7977534296,258.0733616766,209.1079280668,360,640
1867,GMCMBJBD/GMCMBJBD_f000077.jpg,Grasshopper Warbler,train,148.8493469067,65.7391844684,213.6268875163,138.9138579218,360,640
1868,GMIAYVEI/GMIAYVEI_f000036.jpg,Tringa Glareola Bird,train,411.4546152373,77.44826515490001,559.4336808342,156.6165140008,360,640
1869,GMOQOPPV/GMOQOPPV_f000095.jpg,Parakeet,train,279.53999999999996,57.65639779579999,639.5,295.518957346,360,640
1870,GMOQOPPV/GMOQOPPV_f000097.jpg,Parakeet,train,247.9666666667,51.684834246600005,639.4999989583,292.9597158249,360,640
1871,GMTDRVEI/GMTDRVEI_f000027.jpg,Motacilla Flava,train,25.308972365300008,100.51045842140002,351.4880302601,331.1065280264,360,640
1872,GMTDRVEI/GMTDRVEI_f000028.jpg,Motacilla Flava,train,12.308972365300008,92.51045842140002,346.4880302601,331.1065280264,360,640
1873,GNDEKFQI/GNDEKFQI_f000014.jpg,Falcon,train,242.8466666667,154.0544763357,386.9133333333,239.2156398104,360,640
1874,GNDEKFQI/GNDEKFQI_f000015.jpg,Falcon,train,242.8466666667,154.0544763357,386.9133333333,239.2156398104,360,640
1875,GNELADAL/GNELADAL_f000023.jpg,Grey Heron,train,349.28789948530004,214.58348908109997,410.73131184850007,306.2759609431,360,640
1876,GNELADAL/GNELADAL_f000024.jpg,Grey Heron,train,349.28789948530004,214.58348908109997,410.73131184850007,306.2759609431,360,640
1877,GNELADAL/GNELADAL_f000078.jpg,Grey Heron,train,187.15775388409998,54.58814589669999,389.2435897434,142.2789911154,360,640
1878,GNELADAL/GNELADAL_f000079.jpg,Grey Heron,train,205.56954542110003,62.1767644741,357.24468803520006,143.4517024383,360,640
1879,GNKSSUOY/GNKSSUOY_f000044.jpg,White Throated Dipper Bird,train,338.3120999716,236.38426760339996,395.5852786381,281.2834284094,360,640
1880,GNKSSUOY/GNKSSUOY_f000045.jpg,White Throated Dipper Bird,train,338.3120999716,236.38426760339996,395.5852786381,281.2834284094,360,640
1881,GNKSSUOY/GNKSSUOY_f000046.jpg,White Throated Dipper Bird,train,338.3120999716,236.38426760339996,395.5852786381,281.2834284094,360,640
1882,GNNRNBXG/GNNRNBXG_f000128.jpg,Common Crane,train,131.2326692536,250.08195517069998,170.3588028668,298.5665115926,360,640
1883,GNNRNBXG/GNNRNBXG_f000129.jpg,Common Crane,train,131.2326692536,250.08195517069998,170.3588028668,298.5665115926,360,640
1884,GNNRNBXG/GNNRNBXG_f000130.jpg,Common Crane,train,131.2326692536,250.08195517069998,170.3588028668,298.5665115926,360,640
1885,GNTYZPPV/GNTYZPPV_f001389.jpg,Parakeet,train,174.58000000000004,93.14452982419999,533.4021873148,346.7037914692,360,640
1886,GOLEJMVW/GOLEJMVW_f000042.jpg,Eurasian Wren Bird,train,309.50003051780004,38.500000000199975,533.5,352.5000000002,360,640
1887,GOPQRVMP/GOPQRVMP_f000003.jpg,Bird,train,300.7849316048,121.670153804,518.5852900561,256.8854244928,360,640
1888,GOPQRVMP/GOPQRVMP_f000004.jpg,Bird,train,300.7849316048,121.670153804,518.5852900561,256.8854244928,360,640
1889,GOPQRVMP/GOPQRVMP_f000005.jpg,Bird,train,308.3936669761,124.670153804,510.5852900561,256.8854244928,360,640
1890,GPMMSKOU/GPMMSKOU_f000058.jpg,Yellowhammer,train,234.8528714026,102.49999999989998,369.1447393005,220.09210682769998,360,640
1891,GPMMSKOU/GPMMSKOU_f000059.jpg,Yellowhammer,train,234.8528714026,102.49999999989998,369.1447393005,220.09210682769998,360,640
1892,GPMMSKOU/GPMMSKOU_f000060.jpg,Yellowhammer,train,234.8528714026,102.49999999989998,369.1447393005,220.09210682769998,360,640
1893,GQJBPVEI/GQJBPVEI_f000029.jpg,Tringa Ochropus Bird,train,400.97983917859995,43.62744486879999,545.3989439699999,134.1215548341,360,640
1894,GQKLPAYR/GQKLPAYR_f000003.jpg,Quail,train,334.3248908510001,174.7067124052,427.41314801440006,250.2307749067,360,640
1895,GQVFNHFB/GQVFNHFB_f000053.jpg,Hazel Grouse Bird,train,503.74786324799993,162.7677090811,543.4976107031,197.4605341381,360,640
1896,GQVFNHFB/GQVFNHFB_f000054.jpg,Hazel Grouse Bird,train,503.74786324799993,162.7677090811,543.4976107031,197.4605341381,360,640
1897,GQVFNHFB/GQVFNHFB_f000055.jpg,Hazel Grouse Bird,train,503.74786324799993,162.7677090811,543.4976107031,197.4605341381,360,640
1898,GQZIQVEI/GQZIQVEI_f000011.jpg,Gallinago Gallinago Bird,train,540.7078353971,260.0720823295,599.2037037037,314.6020211408,360,640
1899,GRCJMYLX/GRCJMYLX_f000050.jpg,Myna,train,230.90000000000003,0.5,427.87330729170003,173.528436019,360,640
1900,GRNHCNPL/GRNHCNPL_f000023.jpg,Red-Backed Shrike Bird,train,278.0384615386,114.37234042540001,495.1666666669,330.642857143,360,640
1901,GRNHCNPL/GRNHCNPL_f000024.jpg,Bird,train,278.0384615386,120.37234042540001,497.6196581197,343.7158054713,360,640
1902,GRROIZQJ/GRROIZQJ_f000075.jpg,Bird,train,267.3181586561,100.26073060389999,364.7512158803,216.82059041679997,360,640
1903,GRROIZQJ/GRROIZQJ_f000076.jpg,Bird,train,267.3181586561,100.26073060389999,364.7512158803,216.82059041679997,360,640
1904,GRROIZQJ/GRROIZQJ_f000077.jpg,Bird,train,267.3181586561,100.26073060389999,364.7512158803,216.82059041679997,360,640
1905,GSABQMME/GSABQMME_f000037.jpg,Bird,train,371.48093083389995,239.1280704586,523.1050925171,306.6336962666,360,640
1906,GSABQMME/GSABQMME_f000038.jpg,Bird,train,389.48093083389995,239.4467012764,524.8368126732,311.6336962666,360,640
1907,GSABQMME/GSABQMME_f000039.jpg,Bird,train,389.48093083389995,239.4467012764,524.8368126732,311.6336962666,360,640
1908,GSABQMME/GSABQMME_f000040.jpg,Bird,train,389.48093083389995,239.4467012764,524.8368126732,311.6336962666,360,640
1909,GSFKPVEI/GSFKPVEI_f000026.jpg,Tringa Erythropus Bird,train,433.0238298367,230.1994984457,563.7312350743,311.285706205,360,640
1910,GSFKPVEI/GSFKPVEI_f000105.jpg,Tringa Erythropus Bird,train,418.1992739118999,224.83923605330003,565.9042972510999,303.4565619737,360,640
1911,GSNLFWBO/GSNLFWBO_f000013.jpg,Golden Eagle,train,296.75789572019994,185.62894786010003,585.5,266.50000000010004,360,640
1912,GSNLFWBO/GSNLFWBO_f000014.jpg,Golden Eagle,train,296.75789572019994,185.62894786010003,585.5,266.50000000010004,360,640
1913,GSRSUPTK/GSRSUPTK_f000068.jpg,Singing Nightingale,train,116.5,44.5,283.5,355.5,360,640
1914,GSRSUPTK/GSRSUPTK_f000069.jpg,Singing Nightingale,train,116.5,44.5,283.5,355.5,360,640
1915,GSRSUPTK/GSRSUPTK_f000070.jpg,Singing Nightingale,train,126.5,44.5,291.5,283.5,360,640
1916,GTHSELOI/GTHSELOI_f000055.jpg,Skylark,train,153.5,202.5,298.5,260.5,360,640
1917,GTHSELOI/GTHSELOI_f000056.jpg,Skylark,train,142.5,198.2105213991,307.5,275.5000000001,360,640
1918,GTOAKYMI/GTOAKYMI_f000009.jpg,Bird,train,191.5,187.5,306.7770714488,246.9700756502,360,640
1919,GTPMREOD/GTPMREOD_f000277.jpg,Common Snipe,train,81.45726495739999,46.5,430.9188034189,320.2021276597,360,640
1920,GTPMREOD/GTPMREOD_f000278.jpg,Common Snipe,train,85.45726495739999,46.5,430.9188034189,320.2021276597,360,640
1921,GTPMREOD/GTPMREOD_f000279.jpg,Common Snipe,train,85.45726495739999,46.5,430.9188034189,320.2021276597,360,640
1922,GTPMREOD/GTPMREOD_f000280.jpg,Common Snipe,train,85.45726495739999,46.5,430.9188034189,320.2021276597,360,640
1923,GTRMIUOY/GTRMIUOY_f000023.jpg,White Throated Dipper Bird,train,273.8313883661,113.16739348210001,351.1966464576,143.7921023613,360,640
1924,GTRMIUOY/GTRMIUOY_f000024.jpg,White Throated Dipper Bird,train,273.8313883661,113.16739348210001,351.1966464576,143.7921023613,360,640
1925,GTRMIUOY/GTRMIUOY_f000025.jpg,White Throated Dipper Bird,train,273.8313883661,113.16739348210001,351.1966464576,143.7921023613,360,640
1926,GTVSINPL/GTVSINPL_f000012.jpg,Red-Backed Shrike Bird,train,305.3290598291,112.24164133760002,438.2350427354,353.5425531915,360,640
1927,GTVSINPL/GTVSINPL_f000013.jpg,Bird,train,305.32905982910006,112.24164133760002,439.50000000000006,353.5425531915,360,640
1928,GTVSINPL/GTVSINPL_f000014.jpg,Bird,train,305.32905982910006,112.24164133760002,439.50000000000006,353.5425531915,360,640
1929,GTVSRPKK/GTVSRPKK_f000017.jpg,Black-Winged Stilt,train,313.1257896134,195.9678559321,396.8392796608,271.7675592236,360,640
1930,GTVSRPKK/GTVSRPKK_f000018.jpg,Black-Winged Stilt,train,313.1257896134,195.9678559321,396.8392796608,271.7675592236,360,640
1931,GTZXPQNB/GTZXPQNB_f000083.jpg,Pigeon,train,297.5464135021,168.8,437.8685500176,339.7,360,640
1932,GTZXPQNB/GTZXPQNB_f000084.jpg,Pigeon,train,297.5464135021,168.8,437.8685500176,339.7,360,640
1933,GTZXPQNB/GTZXPQNB_f000085.jpg,Pigeon,train,247.19975093269997,163.67298732429998,430.59175864279996,339.69999999999993,360,640
1934,GUASUTFT/GUASUTFT_f000029.jpg,Flamingo,train,431.50000000000006,126.3426088631,632.5259110470001,341.2701100895,360,640
1935,GUASUTFT/GUASUTFT_f000030.jpg,Flamingo,train,431.50000000000006,126.3426088631,632.5259110470001,341.2701100895,360,640
1936,GUASUTFT/GUASUTFT_f000031.jpg,Flamingo,train,431.50000000000006,126.3426088631,632.5259110470001,341.2701100895,360,640
1937,GUBUZLSQ/GUBUZLSQ_f000030.jpg,Bird,train,131.7124308938,105.054479894,301.1492921753,275.8069001327,360,640
1938,GUCKCXGD/GUCKCXGD_f000036.jpg,Wedge Tailed Eagle,train,60.78554478230001,100.39041303120001,428.5,316.0355073859,360,640
1939,GUCKCXGD/GUCKCXGD_f000037.jpg,Wedge Tailed Eagle,train,65.78554478230001,113.39041303120001,441.5,316.0355073859,360,640
